Symbol,Sector,Industry
KMDA,Health Care,Biotechnology: Pharmaceutical Preparations
KMI,Utilities,Natural Gas Distribution
KMPB,Finance,Property-Casualty Insurers
KMPR,Finance,Property-Casualty Insurers
KMT,Industrials,Industrial Machinery/Components
KMTS,Health Care,Medical/Dental Instruments
KMX,Consumer Discretionary,Retail-Auto Dealers and Gas Stations
KN,Consumer Staples,Consumer Electronics/Appliances
KNDI,Industrials,Auto Manufacturing
KNF,Industrials,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
KNOP,Consumer Discretionary,Marine Transportation
KNRX,Technology,Computer Software: Programming Data Processing
KNSA,Health Care,Biotechnology: Pharmaceutical Preparations
KNSL,Finance,Property-Casualty Insurers
KNTK,Utilities,Natural Gas Distribution
KNX,Industrials,Trucking Freight/Courier Services
KO,Consumer Staples,Beverages (Production/Distribution)
KOD,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
KODK,Consumer Discretionary,Industrial Machinery/Components
KOF,Consumer Staples,Beverages (Production/Distribution)
KOP,Basic Materials,Forest Products
KOPN,Technology,Semiconductors
KORE,Telecommunications,Telecommunications Equipment
KOS,Energy,Oil & Gas Production
KPLT,Consumer Discretionary,Diversified Commercial Services
KPTI,Health Care,Biotechnology: Pharmaceutical Preparations
KR,Consumer Staples,Food Chains
KRC,Real Estate,Real Estate Investment Trusts
KREF,Real Estate,Real Estate Investment Trusts
KRG,Real Estate,Real Estate Investment Trusts
KRKR,Real Estate,Real Estate
KRMD,Health Care,Medical/Dental Instruments
KRMN,Industrials,Military/Government/Technical
KRNT,Industrials,Industrial Machinery/Components
KRNY,Finance,Savings Institutions
KRO,Basic Materials,Major Chemicals
KROS,Health Care,Biotechnology: Pharmaceutical Preparations
KRP,Energy,Oil & Gas Production
KRRO,Health Care,Biotechnology: Pharmaceutical Preparations
KRT,Industrials,Plastic Products
KRUS,Consumer Discretionary,Restaurants
KRYS,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
KSCP,Telecommunications,Telecommunications Equipment
KSS,Consumer Discretionary,Department/Specialty Retail Stores
KT,Telecommunications,Telecommunications Equipment
KTB,Industrials,Garments and Clothing
KTF,Finance,Finance Companies
KTOS,Industrials,Military/Government/Technical
KULR,Technology,Electrical Products
KURA,Health Care,Biotechnology: Pharmaceutical Preparations
KVHI,Technology,Radio And Television Broadcasting And Communications Equipment
KVUE,Consumer Discretionary,Specialty Chemicals
KVYO,Technology,Computer Software: Prepackaged Software
KW,Finance,Real Estate
KWM,Consumer Discretionary,Movies/Entertainment
KWR,Industrials,Major Chemicals
KYIV,Telecommunications,Telecommunications Equipment
KYIVW,Telecommunications,Telecommunications Equipment
KYMR,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
KYN,Finance,Finance/Investors Services
KYTX,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
L,Finance,Property-Casualty Insurers
LAB,Industrials,Biotechnology: Laboratory Analytical Instruments
LAC,Basic Materials,Metal Mining
LAD,Consumer Discretionary,Retail-Auto Dealers and Gas Stations
LADR,Real Estate,Real Estate Investment Trusts
LAES,Technology,Semiconductors
LAKE,Health Care,Industrial Specialties
LAMR,Real Estate,Real Estate Investment Trusts
LAND,Real Estate,Real Estate Investment Trusts
LANDM,Real Estate,Real Estate Investment Trusts
LANDO,Real Estate,Real Estate Investment Trusts
LANDP,Real Estate,Real Estate Investment Trusts
LANV,Consumer Discretionary,Apparel
LAR,Basic Materials,Metal Mining
LARK,Finance,Major Banks
LASE,Miscellaneous,Industrial Machinery/Components
LASR,Technology,Semiconductors
LAUR,Real Estate,Other Consumer Services
LAW,Technology,Computer Software: Prepackaged Software
LAWR,Technology,Computer Software: Programming Data Processing
LAZ,Finance,Investment Managers
LAZR,Consumer Discretionary,Auto Parts:O.E.M.
LB,Energy,Oil & Gas Production
LBRDA,Telecommunications,Cable & Other Pay Television Services
LBRDK,Telecommunications,Cable & Other Pay Television Services
LBRDP,Telecommunications,Cable & Other Pay Television Services
LBRT,Energy,Oilfield Services/Equipment
LBRX,Health Care,Biotechnology: Pharmaceutical Preparations
LBTYA,Telecommunications,Cable & Other Pay Television Services
LBTYB,Telecommunications,Cable & Other Pay Television Services
LBTYK,Telecommunications,Cable & Other Pay Television Services
LC,Finance,Finance: Consumer Services
LCID,Industrials,Auto Manufacturing
LCII,Consumer Discretionary,Auto Parts:O.E.M.
LCNB,Finance,Major Banks
LCTX,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
LCUT,Consumer Discretionary,Industrial Machinery/Components
LDI,Finance,Finance: Consumer Services
LDOS,Technology,EDP Services
LE,Consumer Discretionary,Clothing/Shoe/Accessory Stores
LEA,Consumer Discretionary,Auto Parts:O.E.M.
LECO,Industrials,Industrial Machinery/Components
LEG,Consumer Discretionary,Home Furnishings
LEGH,Consumer Discretionary,Homebuilding
LEGN,Health Care,Biotechnology: Pharmaceutical Preparations
LEN,Consumer Discretionary,Homebuilding
LENZ,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
LEO,Finance,Trusts Except Educational Religious and Charitable
LEU,Industrials,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
LEVI,Consumer Discretionary,Apparel
LFCR,Health Care,Biotechnology: Pharmaceutical Preparations
LFMD,Health Care,Medical/Nursing Services
LFMDP,Health Care,Medical/Nursing Services
LFST,Health Care,Medical/Nursing Services
LFT,Real Estate,Real Estate Investment Trusts
LFUS,Energy,Electrical Products
LFVN,Health Care,Biotechnology: Pharmaceutical Preparations
LGCY,Real Estate,Other Consumer Services
LGIH,Consumer Discretionary,Homebuilding
LGN,Consumer Discretionary,Engineering & Construction
LGND,Health Care,Biotechnology: Pharmaceutical Preparations
LGO,Industrials,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
LH,Health Care,Medical Specialities
LHAI,Finance,Real Estate
LHSW,Technology,Computer Software: Prepackaged Software
LHX,Industrials,Industrial Machinery/Components
LI,Industrials,Auto Manufacturing
LIDR,Consumer Discretionary,Auto Parts:O.E.M.
LIEN,Finance,Finance: Consumer Services
LIF,Technology,EDP Services
LII,Industrials,Industrial Machinery/Components
LILA,Telecommunications,Cable & Other Pay Television Services
LILAK,Telecommunications,Cable & Other Pay Television Services
LIN,Basic Materials,Major Chemicals
LINC,Real Estate,Other Consumer Services
LIND,Consumer Discretionary,Transportation Services
LINE,Real Estate,Real Estate Investment Trusts
LINK,Technology,Computer peripheral equipment
LION,Consumer Discretionary,Movies/Entertainment
LITB,Consumer Discretionary,Catalog/Specialty Distribution
LITE,Telecommunications,Telecommunications Equipment
LITS,Health Care,Biotechnology: Pharmaceutical Preparations
LIVE,Consumer Discretionary,Other Specialty Stores
LIVN,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
LKFN,Finance,Major Banks
LKQ,Consumer Discretionary,Motor Vehicles
LLY,Health Care,Biotechnology: Pharmaceutical Preparations
LLYVA,Industrials,Broadcasting
LLYVK,Industrials,Broadcasting
LMAT,Health Care,Medical/Dental Instruments
LMB,Consumer Discretionary,Engineering & Construction
LMND,Finance,Property-Casualty Insurers
LMNR,Consumer Staples,Farming/Seeds/Milling
LMT,Industrials,Military/Government/Technical
LNC,Finance,Life Insurance
LND,Consumer Staples,Farming/Seeds/Milling
LNG,Utilities,Oil/Gas Transmission
LNKB,Finance,Major Banks
LNN,Industrials,Industrial Machinery/Components
LNSR,Health Care,Medical/Dental Instruments
LNT,Utilities,Power Generation
LNTH,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
LNW,Technology,EDP Services
LNZA,Industrials,Major Chemicals
LOAN,Real Estate,Real Estate Investment Trusts
LOAR,Industrials,Military/Government/Technical
LOB,Finance,Major Banks
LOCL,Consumer Staples,Farming/Seeds/Milling
LOCO,Consumer Discretionary,Restaurants
LODE,Industrials,Major Chemicals
LOGI,Technology,Computer peripheral equipment
LOMA,Industrials,Building Materials
LOOP,Industrials,Major Chemicals
LOPE,Real Estate,Other Consumer Services
LOT,Industrials,Auto Manufacturing
LOTWW,Industrials,Auto Manufacturing
LOVE,Consumer Discretionary,Other Specialty Stores
LOW,Consumer Discretionary,RETAIL: Building Materials
LPA,Finance,Real Estate
LPG,Consumer Discretionary,Marine Transportation
LPL,Technology,Industrial Machinery/Components
LPLA,Finance,Investment Bankers/Brokers/Service
LPRO,Finance,Finance: Consumer Services
LPSN,Technology,Computer Software: Prepackaged Software
LPTH,Technology,Semiconductors
LPX,Basic Materials,Forest Products
LQDA,Health Care,Biotechnology: Pharmaceutical Preparations
LQDT,Real Estate,Real Estate
LRCX,Technology,Industrial Machinery/Components
LRMR,Health Care,Biotechnology: Pharmaceutical Preparations
LRN,Real Estate,Other Consumer Services
LSAK,Finance,Investment Bankers/Brokers/Service
LSBK,Finance,Savings Institutions
LSCC,Technology,Semiconductors
LSE,Consumer Discretionary,Oil and Gas Field Machinery
LSF,Consumer Staples,Packaged Foods
LSPD,Technology,Computer Software: Prepackaged Software
LSTR,Industrials,Trucking Freight/Courier Services
LTBR,Consumer Discretionary,Professional Services
LTC,Real Estate,Real Estate Investment Trusts
LTH,Consumer Discretionary,Hotels/Resorts
LTM,Consumer Discretionary,Air Freight/Delivery Services
LTRX,Telecommunications,Computer Communications Equipment
LU,Finance,Finance: Consumer Services
LUCD,Health Care,Medical/Dental Instruments
LUCK,Consumer Discretionary,Services-Misc. Amusement & Recreation
LUD,Industrials,Steel/Iron Ore
LULU,Consumer Discretionary,Apparel
LUMN,Telecommunications,Telecommunications Equipment
LUNG,Health Care,Medical/Dental Instruments
LUNR,Industrials,Industrial Machinery/Components
LUV,Consumer Discretionary,Air Freight/Delivery Services
LUXE,Consumer Discretionary,Catalog/Specialty Distribution
LVRO,Consumer Discretionary,Other Specialty Stores
LVS,Consumer Discretionary,Hotels/Resorts
LVWR,Consumer Discretionary,Motor Vehicles
LW,Consumer Staples,Packaged Foods
LWAY,Consumer Staples,Packaged Foods
LWLG,Industrials,Containers/Packaging
LX,Finance,Finance: Consumer Services
LXEO,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
LXFR,Basic Materials,Major Chemicals
LXP,Real Estate,Real Estate Investment Trusts
LXRX,Health Care,Biotechnology: Pharmaceutical Preparations
LXU,Basic Materials,Major Chemicals
LYB,Industrials,Major Chemicals
LYEL,Health Care,Biotechnology: Pharmaceutical Preparations
LYFT,Real Estate,Real Estate
LYG,Finance,Commercial Banks
LYTS,Consumer Discretionary,Building Products
LYV,Consumer Discretionary,Services-Misc. Amusement & Recreation
LZ,Technology,EDP Services
LZB,Consumer Discretionary,Home Furnishings
LZM,Basic Materials,Metal Mining
LZMH,Technology,EDP Services
M,Consumer Discretionary,Department/Specialty Retail Stores
MA,Real Estate,Real Estate
MAA,Real Estate,Real Estate Investment Trusts
MAAS,Finance,Investment Managers
MAC,Real Estate,Real Estate Investment Trusts
MAGN,Basic Materials,Paper
MAIA,Health Care,Biotechnology: Pharmaceutical Preparations
MAIN,Finance,Finance/Investors Services
MAMA,Consumer Staples,Specialty Foods
MAMO,Consumer Discretionary,Industrial Specialties
MAN,Consumer Discretionary,Professional Services
MANH,Technology,Computer Software: Prepackaged Software
MANU,Consumer Discretionary,Services-Misc. Amusement & Recreation
MAPS,Technology,Computer Software: Prepackaged Software
MAR,Consumer Discretionary,Hotels/Resorts
MARA,Technology,EDP Services
MAS,Industrials,Industrial Specialties
MASI,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
MASS,Industrials,Industrial Machinery/Components
MAT,Consumer Discretionary,Recreational Games/Products/Toys
MATH,Finance,Finance/Investors Services
MATV,Basic Materials,Paper
MATW,Telecommunications,Metal Fabrications
MATX,Consumer Discretionary,Marine Transportation
MAX,Real Estate,Real Estate
MAXN,Technology,Semiconductors
MAYS,Real Estate,Building operators
MAZE,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
MB,Consumer Discretionary,Restaurants
MBC,Consumer Discretionary,Home Furnishings
MBCN,Finance,Major Banks
MBI,Finance,Property-Casualty Insurers
MBIN,Finance,Major Banks
MBINL,Finance,Major Banks
MBINM,Finance,Major Banks
MBINN,Finance,Major Banks
MBLY,Technology,Computer Software: Prepackaged Software
MBOT,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
MBUU,Industrials,Marine Transportation
MBWM,Finance,Major Banks
MBX,Health Care,Biotechnology: Pharmaceutical Preparations
MC,Finance,Investment Managers
MCB,Finance,Major Banks
MCBS,Finance,Major Banks
MCD,Consumer Discretionary,Restaurants
MCFT,Industrials,Marine Transportation
MCHB,Finance,Major Banks
MCHP,Technology,Semiconductors
MCHPP,Technology,Semiconductors
MCHX,Consumer Discretionary,Professional Services
MCI,Finance,Trusts Except Educational Religious and Charitable
MCK,Health Care,Other Pharmaceuticals
MCO,Finance,Finance: Consumer Services
MCR,Finance,Trusts Except Educational Religious and Charitable
MCRB,Health Care,Biotechnology: Pharmaceutical Preparations
MCRI,Consumer Discretionary,Hotels/Resorts
MCRP,Consumer Discretionary,Auto Parts:O.E.M.
MCS,Consumer Discretionary,Movies/Entertainment
MCW,Consumer Discretionary,Automotive Aftermarket
MCY,Finance,Property-Casualty Insurers
MD,Health Care,Hospital/Nursing Management
MDAI,Health Care,Medical/Dental Instruments
MDB,Technology,Computer Software: Prepackaged Software
MDGL,Health Care,Biotechnology: Pharmaceutical Preparations
MDIA,Consumer Discretionary,Broadcasting
MDLZ,Consumer Staples,Packaged Foods
MDT,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
MDU,Industrials,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
MDV,Real Estate,Real Estate Investment Trusts
MDWD,Health Care, Medicinal Chemicals and Botanical Products 
MDXG,Health Care,Biotechnology: Pharmaceutical Preparations
MDXH,Health Care,Medical Specialities
MEC,Industrials,Industrial Specialties
MED,Consumer Staples,Packaged Foods
MEDP,Health Care,Biotechnology: Commercial Physical & Biological Resarch
MEG,Consumer Discretionary,Professional Services
MEI,Technology,Electrical Products
MELI,Real Estate,Real Estate
MENS,Health Care,Biotechnology: Pharmaceutical Preparations
MEOH,Industrials,Major Chemicals
MERC,Basic Materials,Paper
MESA,Consumer Discretionary,Air Freight/Delivery Services
MESO,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
MET,Finance,Life Insurance
META,Technology,Computer Software: Programming Data Processing
METC,Energy,Coal Mining
METCB,Energy,Coal Mining
MFA,Real Estate,Real Estate Investment Trusts
MFAN,Real Estate,Real Estate Investment Trusts
MFAO,Real Estate,Real Estate Investment Trusts
MFC,Finance,Life Insurance
MFG,Finance,Major Banks
MFH,Finance,Finance: Consumer Services
MFI,Technology,EDP Services
MFIC,Finance,Finance/Investors Services
MFICL,Finance,Finance/Investors Services
MFIN,Finance,Finance: Consumer Services
MFM,Finance,Finance Companies
MG,Consumer Discretionary,Military/Government/Technical
MGA,Consumer Discretionary,Auto Parts:O.E.M.
MGEE,Energy,Electric Utilities: Central
MGF,Finance,Trusts Except Educational Religious and Charitable
MGIC,Technology,Computer Software: Prepackaged Software
MGM,Consumer Discretionary,Hotels/Resorts
MGNI,Technology,Computer Software: Programming Data Processing
MGNX,Health Care,Biotechnology: Pharmaceutical Preparations
MGPI,Consumer Staples,Beverages (Production/Distribution)
MGR,Finance,Investment Managers
MGRB,Finance,Investment Managers
MGRC,Consumer Discretionary,Diversified Commercial Services
MGRD,Finance,Investment Managers
MGRE,Finance,Investment Managers
MGRT,Technology,EDP Services
MGTX,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
MGX,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
MGY,Energy,Oil & Gas Production
MGYR,Finance,Savings Institutions
MH,Consumer Discretionary,Publishing
MHD,Finance,Investment Bankers/Brokers/Service
MHH,Consumer Discretionary,Professional Services
MHK,Consumer Discretionary,Home Furnishings
MHLA,Finance,Property-Casualty Insurers
MHN,Finance,Investment Bankers/Brokers/Service
MHNC,Finance,Property-Casualty Insurers
MHO,Consumer Discretionary,Homebuilding
MIAX,Finance,Investment Bankers/Brokers/Service
MIDD,Industrials,Industrial Machinery/Components
MIMI,Real Estate,Real Estate
MIN,Finance,Trusts Except Educational Religious and Charitable
MIND,Industrials,Industrial Machinery/Components
MIR,Industrials,Industrial Machinery/Components
MIRM,Health Care,Biotechnology: Pharmaceutical Preparations
MIST,Health Care,Biotechnology: Pharmaceutical Preparations
MITK,Technology,Computer peripheral equipment
MITN,Real Estate,Real Estate Investment Trusts
MITP,Real Estate,Real Estate Investment Trusts
MITT,Real Estate,Real Estate Investment Trusts
MIY,Finance,Investment Bankers/Brokers/Service
MKC,Consumer Staples,Packaged Foods
MKL,Finance,Property-Casualty Insurers
MKSI,Industrials,Industrial Machinery/Components
MKTW,Technology,Computer Software: Prepackaged Software
MKTX,Finance,Investment Bankers/Brokers/Service
MLAB,Industrials,Industrial Machinery/Components
MLCI,Finance,Investment Managers
MLCO,Consumer Discretionary,Hotels/Resorts
MLGO,Technology,EDP Services
MLI,Industrials,Metal Fabrications
MLKN,Consumer Discretionary,Office Equipment/Supplies/Services
MLM,Industrials,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
MLNK,Technology,Computer Software: Prepackaged Software
MLP,Finance,Real Estate
MLR,Consumer Discretionary,Construction/Ag Equipment/Trucks
MLTX,Health Care,Biotechnology: Pharmaceutical Preparations
MLYS,Health Care,Biotechnology: Pharmaceutical Preparations
MMC,Finance,Specialty Insurers
MMI,Finance,Real Estate
MMLP,Energy,Oil Refining/Marketing
MMM,Health Care,Medical/Dental Instruments
MMS,Real Estate,Real Estate
MMSI,Health Care,Medical/Dental Instruments
MMT,Finance,Trusts Except Educational Religious and Charitable
MMYT,Consumer Discretionary,Transportation Services
MNDY,Technology,Computer Software: Prepackaged Software
MNKD,Health Care,Biotechnology: Pharmaceutical Preparations
MNMD,Health Care, Medicinal Chemicals and Botanical Products 
MNOV,Health Care,Biotechnology: Pharmaceutical Preparations
MNPR,Health Care,Biotechnology: Pharmaceutical Preparations
MNR,Energy,Oil & Gas Production
MNRO,Consumer Discretionary,Automotive Aftermarket
MNSB,Finance,Major Banks
MNSBP,Finance,Major Banks
MNSO,Consumer Discretionary,Department/Specialty Retail Stores
MNST,Consumer Staples,Beverages (Production/Distribution)
MNTK,Utilities,Natural Gas Distribution
MNTN,Consumer Discretionary,Advertising
MNY,Real Estate,Real Estate
MO,Health Care, Medicinal Chemicals and Botanical Products 
MOB,Industrials,Aerospace
MOBBW,Industrials,Aerospace
MOBX,Technology,Semiconductors
MOD,Consumer Discretionary,Auto Parts:O.E.M.
MODG,Consumer Discretionary,Recreational Games/Products/Toys
MOFG,Finance,Major Banks
MOH,Health Care,Medical Specialities
MOLN,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
MOMO,Technology,Computer Software: Prepackaged Software
MORN,Finance,Investment Managers
MOS,Industrials,Agricultural Chemicals
MOV,Consumer Discretionary,Consumer Specialties
MP,Basic Materials,Metal Mining
MPAA,Consumer Discretionary,Auto Parts:O.E.M.
MPB,Finance,Major Banks
MPC,Energy,Integrated oil Companies
MPLX,Energy,Natural Gas Distribution
MPTI,Technology,Industrial Machinery/Components
MPV,Finance,Finance Companies
MPW,Real Estate,Real Estate Investment Trusts
MPWR,Technology,Semiconductors
MPX,Industrials,Marine Transportation
MQ,Technology,Computer Software: Prepackaged Software
MQT,Finance,Investment Bankers/Brokers/Service
MQY,Finance,Investment Bankers/Brokers/Service
MRAM,Technology,Semiconductors
MRBK,Finance,Major Banks
MRC,Industrials,Industrial Machinery/Components
MRCC,Finance,Investment Managers
MRCY,Technology,Electrical Products
MREO,Health Care,Biotechnology: Pharmaceutical Preparations
MRK,Health Care,Biotechnology: Pharmaceutical Preparations
MRNA,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
MRNO,Consumer Discretionary,Hotels/Resorts
MRP,Finance,Real Estate
MRT,Consumer Discretionary,Rental/Leasing Companies
MRTN,Industrials,Trucking Freight/Courier Services
MRUS,Health Care,Biotechnology: Pharmaceutical Preparations
MRVI,Health Care,Biotechnology: Pharmaceutical Preparations
MRVL,Technology,Semiconductors
MRX,Finance,Investment Bankers/Brokers/Service
MS,Finance,Investment Bankers/Brokers/Service
MSA,Health Care,Industrial Specialties
MSB,Industrials,Precious Metals
MSBI,Finance,Major Banks
MSBIP,Finance,Major Banks
MSC,Consumer Discretionary,Hotels/Resorts
MSCI,Real Estate,Real Estate
MSEX,Utilities,Water Supply
MSFT,Technology,Computer Software: Prepackaged Software
MSGE,Consumer Discretionary,Services-Misc. Amusement & Recreation
MSGS,Consumer Discretionary,Services-Misc. Amusement & Recreation
MSI,Technology,Radio And Television Broadcasting And Communications Equipment
MSIF,Finance,Finance/Investors Services
MSM,Industrials,Industrial Machinery/Components
MSTR,Technology,Computer Software: Prepackaged Software
MT,Industrials,Steel/Iron Ore
MTA,Basic Materials,Precious Metals
MTAL,Basic Materials,Metal Mining
MTB,Finance,Major Banks
MTCH,Technology,Computer Software: Programming Data Processing
MTD,Industrials,Biotechnology: Laboratory Analytical Instruments
MTDR,Energy,Oil & Gas Production
MTG,Finance,Property-Casualty Insurers
MTH,Consumer Discretionary,Homebuilding
MTLS,Technology,Computer Software: Prepackaged Software
MTN,Consumer Discretionary,Services-Misc. Amusement & Recreation
MTRN,Industrials,Industrial Specialties
MTRX,Consumer Discretionary,Engineering & Construction
MTSI,Technology,Semiconductors
MTSR,Health Care,Biotechnology: Pharmaceutical Preparations
MTUS,Industrials,Steel/Iron Ore
MTW,Industrials,Construction/Ag Equipment/Trucks
MTX,Basic Materials,Major Chemicals
MTZ,Industrials,Water Sewer Pipeline Comm & Power Line Construction
MU,Technology,Semiconductors
MUA,Finance,Investment Bankers/Brokers/Service
MUC,Finance,Investment Bankers/Brokers/Service
MUE,Finance,Investment Bankers/Brokers/Service
MUFG,Finance,Commercial Banks
MUJ,Finance,Investment Bankers/Brokers/Service
MUR,Energy,Oil & Gas Production
MUSA,Consumer Discretionary,Retail-Auto Dealers and Gas Stations
MUX,Basic Materials,Precious Metals
MVBF,Finance,Major Banks
MVF,Finance,Investment Bankers/Brokers/Service
MVIS,Technology,Industrial Machinery/Components
MVO,Energy,Oil & Gas Production
MVST,Miscellaneous,Industrial Machinery/Components
MVSTW,Miscellaneous,Industrial Machinery/Components
MVT,Finance,Investment Bankers/Brokers/Service
MWA,Industrials,Metal Fabrications
MX,Technology,Semiconductors
MXCT,Health Care,Biotechnology: Commercial Physical & Biological Resarch
MXL,Technology,Semiconductors
MYD,Finance,Investment Bankers/Brokers/Service
MYE,Industrials,Plastic Products
MYFW,Finance,Major Banks
MYGN,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
MYI,Finance,Investment Bankers/Brokers/Service
MYPS,Technology,Computer Software: Prepackaged Software
MYRG,Industrials,Water Sewer Pipeline Comm & Power Line Construction
MZTI,Consumer Staples,Packaged Foods
NA,Technology,Semiconductors
NABL,Technology,Computer Software: Prepackaged Software
NAGE,Health Care, Medicinal Chemicals and Botanical Products 
NAK,Basic Materials,Precious Metals
NAKA,Health Care,Medical/Nursing Services
NAMI,Real Estate,Other Consumer Services
NAMM,Basic Materials,Precious Metals
NAMS,Health Care,Biotechnology: Pharmaceutical Preparations
NAMSW,Health Care,Biotechnology: Pharmaceutical Preparations
NAN,Finance,Investment Managers
NAT,Consumer Discretionary,Marine Transportation
NATH,Consumer Discretionary,Restaurants
NATL,Miscellaneous,Office Equipment/Supplies/Services
NATR,Health Care,Biotechnology: Pharmaceutical Preparations
NAUT,Industrials,Biotechnology: Laboratory Analytical Instruments
NAVI,Finance,Investment Bankers/Brokers/Service
NB,Basic Materials,Metal Mining
NBBK,Finance,Banks
NBHC,Finance,Major Banks
NBIS,Technology,Computer Software: Programming Data Processing
NBIX,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
NBN,Finance,Major Banks
NBR,Energy,Oil & Gas Production
NBTB,Finance,Major Banks
NBTX,Health Care,Biotechnology: Pharmaceutical Preparations
NC,Energy,Coal Mining
NCLH,Consumer Discretionary,Marine Transportation
NCMI,Consumer Discretionary,Advertising
NCNO,Technology,Computer Software: Prepackaged Software
NCSM,Energy,Oilfield Services/Equipment
NCTY,Finance,Finance: Consumer Services
NCV,Finance,Finance Companies
NCZ,Finance,Finance Companies
NDAQ,Finance,Investment Bankers/Brokers/Service
NDMO,Finance,Trusts Except Educational Religious and Charitable
NDSN,Industrials,Industrial Machinery/Components
NE,Energy,Oil & Gas Production
NECB,Finance,Banks
NEE,Technology,EDP Services
NEGG,Consumer Discretionary,Other Specialty Stores
NEM,Basic Materials,Precious Metals
NEN,Real Estate,Building operators
NEO,Health Care,Precision Instruments
NEOG,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
NEON,Technology,Industrial Machinery/Components
NEOV,Miscellaneous,Industrial Machinery/Components
NEOVW,Miscellaneous,Industrial Machinery/Components
NEPH,Health Care,Medical/Dental Instruments
NESR,Energy,Oilfield Services/Equipment
NET,Technology,Computer Software: Prepackaged Software
NEU,Industrials,Major Chemicals
NEWP,Basic Materials,Precious Metals
NEWT,Finance,Major Banks
NEWTG,Finance,Major Banks
NEWTI,Finance,Major Banks
NEWTP,Finance,Major Banks
NEWTZ,Finance,Major Banks
NEXA,Basic Materials,Metal Mining
NEXN,Technology,Computer Software: Programming Data Processing
NEXT,Utilities,Oil & Gas Production
NFBK,Finance,Savings Institutions
NFE,Utilities,Oil/Gas Transmission
NFG,Utilities,Oil/Gas Transmission
NFGC,Basic Materials,Precious Metals
NFLX,Consumer Discretionary,Consumer Electronics/Video Chains
NG,Basic Materials,Precious Metals
NGD,Basic Materials,Metal Mining
NGG,Utilities,Natural Gas Distribution
NGL,Utilities,Natural Gas Distribution
NGNE,Health Care,Biotechnology: Pharmaceutical Preparations
NGS,Energy,Oilfield Services/Equipment
NGVC,Consumer Staples,Food Chains
NGVT,Industrials,Major Chemicals
NHC,Health Care,Hospital/Nursing Management
NHI,Real Estate,Real Estate Investment Trusts
NHPAP,Real Estate,Real Estate Investment Trusts
NHPBP,Real Estate,Real Estate Investment Trusts
NI,Utilities,Power Generation
NIC,Finance,Major Banks
NICE,Technology,Computer Software: Prepackaged Software
NIE,Finance,Investment Managers
NIO,Industrials,Auto Manufacturing
NIOBW,Basic Materials,Metal Mining
NIPG,Consumer Discretionary,Services-Misc. Amusement & Recreation
NIQ,Technology,Computer Software: Programming Data Processing
NIU,Industrials,Auto Manufacturing
NJR,Utilities,Oil/Gas Transmission
NKE,Consumer Discretionary,Shoe Manufacturing
NKSH,Finance,Major Banks
NKTR,Health Care,Biotechnology: Pharmaceutical Preparations
NKTX,Health Care,Biotechnology: Pharmaceutical Preparations
NL,Basic Materials,Major Chemicals
NLOP,Real Estate,Real Estate Investment Trusts
NLY,Real Estate,Real Estate Investment Trusts
NMAX,Industrials,Broadcasting
NMCO,Finance,Finance/Investors Services
NMFC,Finance,Finance/Investors Services
NMG,Basic Materials,Other Metals and Minerals
NMIH,Finance,Property-Casualty Insurers
NMM,Consumer Discretionary,Marine Transportation
NMR,Finance,Investment Bankers/Brokers/Service
NMRA,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
NMRK,Finance,Real Estate
NMTC,Health Care,Medical/Dental Instruments
NN,Industrials,Industrial Machinery/Components
NNAVW,Industrials,Industrial Machinery/Components
NNBR,Industrials,Industrial Machinery/Components
NNDM,Technology,Electrical Products
NNE,Utilities,Electric Utilities: Central
NNI,Finance,Finance: Consumer Services
NNN,Real Estate,Real Estate Investment Trusts
NNNN,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
NNOX,Health Care,Medical Electronics
NOA,Energy,Oilfield Services/Equipment
NOAH,Finance,Investment Managers
NOC,Industrials,Industrial Machinery/Components
